gene	correlation	pvalue	ratio of responsive genes	description
BUR2	0.256982103788578	1.37436931011341e-86	0.876789961954122	Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise a CDK-cyclin complex involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain of the largest subunit of RNA polymerase II
CAC2	-0.0907121717795622	2.91289095203436e-11	0.834719922540766	Subunit of chromatin assembly factor I (CAF-1), with Rlf2p and Msi1p; chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of the DNA damage checkpoint after DNA repair; and chromatin dynamics during transcription
CBF1	0.435268298478151	1.21188831721352e-260	0.915629447187968	Dual function helix-loop-helix protein; binds the motif CACRTG present at several sites including MET gene promoters and centromere DNA element I (CDEI); affects nucleosome positioning at this motif; associates with other transcription factors such as Met4p and Isw1p to mediate transcriptional activation or repression; associates with kinetochore proteins and required for efficient chromosome segregation
CCR4	0.244641874446002	4.35765438963807e-71	0.756411967851363	Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening
CDC40	0.0386077580218476	0.429466846532131	0.150691005635884	Pre-mRNA splicing factor, important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression; required for DNA synthesis during mitosis and meiosis; has WD repeats
CDC73	0.189759061361733	2.59349149118235e-05	0.161581804760497	Component of the Paf1p complex; binds to and modulates the activity of RNA polymerases I and II; required for expression of certain genes, modification of some histones, and telomere maintenance; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay
CHO2	0.502013396706618	0	0.909777740394824	Phosphatidylethanolamine methyltransferase (PEMT), catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis
CKA2	0.414450245949605	8.66346830484192e-229	0.8908640602152	Alpha' catalytic subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase
CKB2	-0.0888822239780864	0.106495093210596	0.0886694154351407	Beta' regulatory subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase
CPR6	0.00144102390508491	0.984596565649417	0.0489132045449732	Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds to Hsp82p and contributes to chaperone activity
CSE2	0.283611894558993	6.93932516254702e-104	0.897564616147186	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity
CST6	0.48293049374271	0	0.904181577562644	Basic leucine zipper (bZIP) transcription factor, in ATF/CREB family; mediates transcriptional activation of NCE103 (encoding carbonic anhydrase) in response to low CO2 levels such as in the ambient air; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability
CTF4	0.377504045236006	8.4061894065364e-190	0.886947903208265	Chromatin-associated protein, required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion
CTK1	0.405757607082012	6.06378535831e-207	0.776082251626961	Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13
CTR9	0.359446042187233	3.37342841393922e-22	0.253527902113609	Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats
CUE1	0.239444506439501	0.00229222817100208	0.0394173089946597	Endoplasmic reticulum membrane protein that recruits the ubiquitin-conjugating enzyme Ubc7p to the ER where it functions in protein degradation; contains a CUE domain that binds ubiquitin to facilitate intramolecular monoubiquitination
CYC8	0.44373694177363	6.24634103848756e-248	0.80998099614306	General transcriptional co-repressor, acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]
DEF1	0.274818230493935	3.19743324408101e-99	0.892482264353581	RNAPII degradation factor, forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; mutant is deficient in Zip1p loading onto chromosomes during meiosis
DEG1	-0.0886182386207078	0.0900324615851562	0.11334764202199	tRNA:pseudouridine synthase, introduces pseudouridines at position 38 or 39 in tRNA, important for maintenance of translation efficiency and normal cell growth, localizes to both the nucleus and cytoplasm; non-essential for viability
DEP1	0.125066121318436	3.18364456346645e-20	0.830071750064899	Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation
DHH1	0.256024896322169	9.83159236324845e-87	0.920275506379875	Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping; coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation; C-terminus of Dhh1p interacts with Ngr1p and promotes POR1, but not EDC1 mRNA decay
DID4	0.490275674343517	0	0.919377678258874	Class E Vps protein of the ESCRT-III complex, required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis
DIG1	-0.526549523875482	1.19100117228609e-46	0.181663252460323	MAP kinase-responsive inhibitor of the Ste12p transcription factor, involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p
DOA4	0.282621239644752	2.49953866709321e-102	0.862712875327442	Ubiquitin isopeptidase, required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole
DOC1	0.345899954524575	2.79960696190849e-158	0.901785385511004	Processivity factor required for the ubiquitination activity of the anaphase promoting complex (APC), mediates the activity of the APC by contributing to substrate recognition; involved in cyclin proteolysis; contains a conserved DOC1 homology domain
EAF1	0.452018745357004	1.39526597871641e-44	0.280589933642421	Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1
ELF1	0.286820815317686	6.9116659182628e-06	0.0964661346377531	Transcription elongation factor that contains a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression
ELP3	0.285505425163083	9.35372293899112e-05	0.0674443685588857	Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin
ELP4	-0.499503371432285	4.30626042159688e-31	0.153247000062499	Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity
ELP6	-0.425287098788145	3.14826132668822e-20	0.140877136133035	Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity
ERG2	0.377519634400056	3.27456755880888e-187	0.895416934124824	C-8 sterol isomerase, catalyzes the isomerization of the delta-8 double bond to the delta-7 position at an intermediate step in ergosterol biosynthesis
ESC2	0.30898145326591	3.13509663538381e-125	0.922830788710923	Sumo-like domain protein; prevents accumulation of toxic intermediates during replication-associated recombinational repair; roles in silencing, lifespan, chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member
EST3	0.40489468063755	3.18193000455353e-219	0.895019844871811	Component of the telomerase holoenzyme, involved in telomere replication
FKS1	0.39587422653049	2.8372692146934e-208	0.8920835769515	Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling
FUS3	-0.109380625848465	0.0567827781933409	0.083517814382818	Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation
GAL11	0.115166295394285	0.0030029649263367	0.202779004200994	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator
GCN5	0.290889581071042	1.23548195809231e-09	0.14070233952489	Acetyltransferase, modifies N-terminal lysines on histones H2B and H3; acetylates Rsc4p, a subunit of the RSC chromatin-remodeling complex, altering replication stress tolerance; catalytic subunit of the ADA and SAGA histone acetyltransferase complexes; founding member of the Gcn5p-related N-acetyltransferase superfamily; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay
GCR2	0.421588570376543	3.07619060816354e-28	0.18707479497518	Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
GEP3	0.465598076986331	8.02120115221617e-295	0.870938121003372	Protein required for mitochondrial ribosome small subunit biogenesis; null mutant is defective in respiration and in maturation of 15S rRNA; protein is localized to the mitochondrial inner membrane; null mutant interacts synthetically with prohibitin (phb1)
GLN3	0.39080655484104	4.90294770300478e-207	0.924481095238845	Transcriptional activator of genes regulated by nitrogen catabolite repression (NCR), localization and activity regulated by quality of nitrogen source
GPR1	0.510729553921271	0	0.923599714896681	Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis
GRR1	0.480005716309658	2.08168878156277e-309	0.860453194388742	F-box protein component of the SCF ubiquitin-ligase complex; involved in carbon catabolite repression, glucose-dependent divalent cation transport, high-affinity glucose transport, morphogenesis, and sulfite detoxification
HFI1	0.185844296150511	2.64833921325214e-06	0.189295394134562	Adaptor protein required for structural integrity of the SAGA complex, a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions
HSE1	0.490394954620267	0	0.902621395226287	Subunit of the endosomal Vps27p-Hse1p complex required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes
HST1	-0.174777672541542	2.32556020960966e-40	0.942650268225215	NAD(+)-dependent histone deacetylase; essential subunit of the Sum1p/Rfm1p/Hst1p complex required for ORC-dependent silencing and mitotic repression; non-essential subunit of the Set3C deacetylase complex; involved in telomere maintenance
HTL1	0.194228844505237	1.3299487512412e-07	0.207581972266099	Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance
HTZ1	0.31075427561865	2.92342202174672e-11	0.1324374299075	Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin
HUR1	0.38216055106343	2.25450597237436e-193	0.888677769466596	Protein of unknown function; reported null mutant phenotype of hydroxyurea sensitivity may be due to effects on overlapping PMR1 gene
HXK2	0.213183300129399	3.60492334528265e-57	0.872997234096171	Hexokinase isoenzyme 2 that catalyzes phosphorylation of glucose in the cytosol; predominant hexokinase during growth on glucose; functions in the nucleus to repress expression of HXK1 and GLK1 and to induce expression of its own gene
IBA57	0.480794442279545	5.4546823563457e-318	0.876831617959917	Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system
IES2	0.353018973715872	1.91645283975209e-166	0.917455325799729	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; essential for growth under anaerobic conditions
IES6	0.521637442150603	6.85084310880155e-57	0.255259633566214	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes
INO2	0.467788053133217	2.64391027525299e-305	0.911469275464998	Component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion
INO4	0.464292977903626	2.05102071232496e-303	0.922054390688819	Transcription factor required for derepression of inositol-choline-regulated genes involved in phospholipid synthesis; forms a complex, with Ino2p, that binds the inositol-choline-responsive element through a basic helix-loop-helix domain
IPK1	0.419813451603409	1.04881658533195e-237	0.902572241673688	Inositol 1,3,4,5,6-pentakisphosphate 2-kinase, nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable
IRA1	-0.40983384646993	2.27747698190929e-23	0.152051683624004	GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase
IRA2	-0.344453041761387	2.70546562431944e-19	0.225587633317672	GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, has similarity to Ira1p and human neurofibromin
IRC3	0.475633152683956	5.05939501278622e-310	0.873152944249476	Putative RNA helicase of the DEAH/D-box family; null mutant displays increased levels of spontaneous Rad52p foci; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion
KAP120	0.282929663589745	9.75121879438715e-104	0.88670945485287	Karyopherin responsible for the nuclear import of ribosome maturation factor Rfp1p
KAR3	0.475136833466862	2.86740469583847e-20	0.0947282862380714	Minus-end-directed microtubule motor that functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating; potential Cdc28p substrate
LGE1	0.358421668656406	5.2831674596634e-10	0.114055383004643	Protein of unknown function; null mutant forms abnormally large cells, and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division
LOC1	0.180612492193792	0.00955550618673969	0.0452409014741379	Nuclear protein involved in asymmetric localization of ASH1 mRNA; binds double-stranded RNA in vitro; constituent of 66S pre-ribosomal particles
LRP1	-0.0568634728595412	2.12897583775525e-05	0.891540029041753	Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing, surveillance, degradation, tethering, and export; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination
LSM1	0.10095115211849	1.26243576723197e-14	0.936105092578998	Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs
LSM6	0.191493159581051	3.64836948670242e-49	0.924995590763784	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA
LTV1	-0.0920288969159173	0.0626444922413809	0.13866898147462	Component of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature
MCK1	-0.274633338425678	6.55530413956444e-07	0.109681351366403	Protein serine/threonine/tyrosine (dual-specificity) kinase involved in control of chromosome segregation and in regulating entry into meiosis; related to mammalian glycogen synthase kinases of the GSK-3 family
MDS3	-0.433513075677548	6.36910579369452e-26	0.148756238760918	Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required, with Pmd1p, for growth under alkaline conditions; has an N-terminal kelch-like domain
MED1	0.225885833354863	4.56967075470858e-65	0.8880608212662	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
MED2	0.0792878028877407	0.0542492625434007	0.167473435402719	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
MGA2	0.372094894894306	3.66384089158509e-182	0.884205449947635	ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Spt23p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting
MMS22	0.429034829845267	5.70848940749248e-250	0.891969150119928	Subunit of an E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork, such as the fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; required for accurate meiotic chromosome segregation
MOT2	0.260792275419578	4.48648739126665e-88	0.868241919137973	Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications
MSN5	0.00351269611792992	0.93868759996888	0.124921966485564	Karyopherin involved in nuclear import and export of proteins, including import of replication protein A and export of Swi6p, Far1p, and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm
NAM7	0.166112714148705	4.4483537890707e-31	0.729223899562304	ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; involved in telomere maintenance
NGG1	0.399889401817204	5.74516443240284e-21	0.16059937639033	Transcriptional regulator involved in glucose repression of Gal4p-regulated genes; component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex
NMD2	0.0997647622474761	2.821408497559e-12	0.739409890686983	Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance
NPL3	0.346388450947288	1.918178170759e-156	0.869092926362229	RNA-binding protein that promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; has a role in repressing translation initiation by binding eIF4G; required for pre-mRNA splicing; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm
NPL6	0.353751367378675	1.66209875909464e-156	0.810493211960963	Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions; involved in nuclear protein import and maintenance of proper telomere length
NUP133	0.353392016388405	2.61531199465407e-167	0.919106928609052	Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP133
NUP170	0.0623771963645045	0.253474466629503	0.0943094844986668	Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and nucleocytoplasmic transport; has similarity to Nup157p; both Nup170p and NUP157p are similar to human Nup155p
OPI1	0.443579871849476	1.3590213349589e-268	0.901099933208092	Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance
OPI3	0.535592996935569	0	0.886953034045411	Phospholipid methyltransferase (methylene-fatty-acyl-phospholipid synthase), catalyzes the last two steps in phosphatidylcholine biosynthesis
PAF1	0.374972328289405	5.49940344449216e-26	0.275584399443135	Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1
PAP2	-0.120391830645346	0.00269821282811814	0.171425833488899	Non-canonical poly(A) polymerase, involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Trf5p
PAT1	0.301282386940916	3.08154680310669e-05	0.0724618727382771	Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; functionally linked to Pab1p
PEP3	-0.0407069385628736	0.428194286385456	0.107369786535708	Component of CORVET tethering complex; vacuolar peripheral membrane protein that promotes vesicular docking/fusion reactions in conjunction with SNARE proteins, required for vacuolar biogenesis
PEP5	0.045480500725897	0.371624845863843	0.109040161855677	Component of CORVET tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p
PEP7	0.435761628214507	1.91465177055967e-256	0.885650122770139	Multivalent adaptor protein that facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance
PFK2	0.466688877933165	2.19382602085554e-304	0.909794885028515	Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes
PFK27	0.382666169288528	2.86031510577075e-192	0.87189068186747	6-phosphofructo-2-kinase, catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A
PGD1	0.0028998357159065	0.941678812263525	0.170286209885389	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor
PHO23	0.163814983954774	3.07885403180253e-05	0.188915537138859	Probable component of the Rpd3 histone deacetylase complex, involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus has similarity to human candidate tumor suppressor p33(ING1) and its isoform ING3
PHO85	0.343138000010979	8.92537153950011e-157	0.91706101990624	Cyclin-dependent kinase, with ten cyclin partners; involved in regulating the cellular response to nutrient levels and environmental conditions and progression through the cell cycle
PLC1	0.325494873796441	1.09206047048049e-137	0.897894907024804	Phospholipase C, hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes
PRE9	0.460544924274019	6.65464181800254e-294	0.886168450883543	Alpha 3 subunit of the 20S proteasome, the only nonessential 20S subunit; may be replaced by the alpha 4 subunit (Pre6p) under stress conditions to create a more active proteasomal isoform
PTC1	0.468766780494393	1.04745380484448e-300	0.879068783566665	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p, inactivating osmosensing MAPK cascade; involved in Fus3p activation during pheromone response; deletion affects precursor tRNA splicing, mitochondrial inheritance, and sporulation
RAD27	0.146072674767897	3.97478585028996e-28	0.892164201097114	5' to 3' exonuclease, 5' flap endonuclease, required for Okazaki fragment processing and maturation as well as for long-patch base-excision repair; member of the S. pombe RAD2/FEN1 family
RAD50	0.415913259778183	5.5153389853935e-238	0.928852058293341	Subunit of MRX complex, with Mre11p and Xrs2p, involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining
RAD52	0.356230255047566	8.38724717582313e-168	0.897501729022127	Protein that stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis
RAD6	0.317150204403187	4.22894796801655e-135	0.914574047143462	Ubiquitin-conjugating enzyme (E2), involved in postreplication repair (as a heterodimer with Rad18p), DSBR and checkpoint control (as a heterodimer with Bre1p), ubiquitin-mediated N-end rule protein degradation (as a heterodimer with Ubr1p
RAI1	0.157994826891333	2.8242404776441e-32	0.864471192253327	Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7-methylguanosine cap structures; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; homologous to human DOM3Z
RAM1	0.502971586152202	0	0.905687355907597	Beta subunit of the CAAX farnesyltransferase (FTase) that prenylates the a-factor mating pheromone and Ras proteins; required for the membrane localization of Ras proteins and a-factor; homolog of the mammalian FTase beta subunit
RCY1	0.44081672798742	8.33965170818962e-265	0.893064281850854	F-box protein involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth
REG1	0.48043109647638	6.12706621826531e-313	0.872523813002133	Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes
RFM1	0.136765083457533	5.2007053326857e-25	0.935308544099358	DNA-binding protein required for vegetative repression of middle sporulation genes; specificity factor that directs the Hst1p histone deacetylase to some of the promoters regulated by Sum1p; involved in telomere maintenance
RGP1	0.443293796326034	5.08134745989455e-267	0.892409069264207	Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
RIM1	0.4883449021941	0	0.935960058693622	Single-stranded DNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication
RNR4	0.398197580990529	9.222853031083e-213	0.894162706687082	Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits
RNY1	0.496869568284416	0	0.907995544472412	Vacuolar RNase of the T(2) family, relocalizes to the cytosol where it cleaves tRNAs upon oxidative or stationary phase stress; promotes apoptosis under stress conditions and this function is independent of its catalytic activity
