ID,Stress response
YBL082C,-0.239970586124704
YBL083C,-0.0939493219039247
YBL084C,-0.194694352933649
YBL085W,-0.197057992501946
YBL086C,-0.06934311306833
YBL087C,-0.105330415498867
YBL088C,-0.216131079133048
YBL089W,0.0797523293873964
YBL090W,0.213868861876155
YBL091C,0.0901417955212756
YBL091CA,
YBL091C-A,
YBL092W,-0.255785321279065
YBL093C,0.0539855678201952
YBL094C,-0.0525658871545537
YBL095W,0.224072352166609
YBL096C,-0.0527166302672197
YBL097W,-0.0711006975123806
YBL098W,0.183509714261488
YBL099W,0.321760436618584
YBL100C,0.222528721605387
YBL100W-A,
YBL100W-B,
YBL100W-C,
YBL101C,0.129031972408992
YBL101WA,
YBL101W-A,0.0288574991039536
YBL101W-B,0.0148269710878068
YBL102W,0.231511880987417
YBL103C,0.0951916490180161
YBL104C,-0.102108657954961
YBL105C,-0.0728863618577718
YBL106C,-0.0933051456097904
YBL107C,0.289747712620019
YBL107WA,
YBL107W-A,
YBL108C-A,
YBL108W,-0.0734005466550901
YBL109W,0.0277560358869144
YBL111C,0.0566166221355701
YBL112C,-0.118076173744062
YBL113C,0.105414497478645
YBL113W-A,
YBR001C,0.344518244424788
YBR002C,0.0740441935759108
YBR003W,0.241656987296882
YBR004C,0.0747324486719991
YBR005W,0.0211354753791028
YBR006W,0.459893796056433
YBR007C,0.0450010258145417
YBR008C,0.398420335607305
YBR009C,-0.0497504687584183
YBR010W,0.0694621410845799
YBR011C,0.207861192142354
YBR012C,-0.0301374709564215
YBR012W-A,0.0856848011020707
YBR012W-B,-0.0134918516825711
YBR013C,-0.0155258428685497
YBR014C,0.230662025898658
YBR015C,-0.105835737497107
YBR016W,-0.110897848114444
YBR017C,-0.205468836352973
YBR018C,-0.371778359530546
YBR019C,-0.421981963936024
YBR020W,-0.367140943857436
YBR021W,-0.036917047529888
YBR022W,0.170080607530378
YBR023C,-0.218160764647536
YBR024W,0.141924908642509
YBR025C,-0.19904698555811
YBR026C,0.438591242966865
YBR027C,-0.141688573625196
YBR028C,0.0603834834040482
YBR029C,-0.11779935520927
YBR030W,-0.185966252531931
YBR031W,-0.29475593896487
YBR032W,-0.193757432772563
YBR033W,-0.0289049846834221
YBR034C,-0.274966145998342
YBR035C,0.249553853814939
YBR036C,0.105701451682155
YBR037C,0.103569858862319
YBR038W,-0.181388008734636
YBR039W,0.233165765690264
YBR040W,-0.487648475592505
YBR041W,0.0164539762693315
YBR042C,-0.0624298511993242
YBR043C,0.0522169794559925
YBR044C,0.0653450661249022
YBR045C,-0.11659449439021
YBR046C,0.381851489866378
YBR047W,0.198525523964611
YBR048W,-0.211915560395564
YBR049C,-0.222176504094268
YBR050C,0.0612962806948563
YBR051W,-0.191247117587486
YBR052C,0.470113381396339
YBR053C,0.367942478884251
YBR054W,0.221730227859893
YBR055C,-0.135820258953171
YBR056C-B,
YBR056W,0.455246269123265
YBR056W-A,
YBR057C,-0.138219902150456
YBR058C,-0.0497496228588147
YBR058C-A,
YBR059C,-0.0356108956686083
YBR060C,-0.186055748021406
YBR061C,-0.243323977079416
YBR062C,0.151291614205107
YBR063C,-0.0738218156159565
YBR064W,-0.126150296847937
YBR065C,0.0125889259431451
YBR066C,0.262633155776237
YBR067C,-0.154162406306537
YBR068C,-0.0194549863273284
YBR069C,-0.656415462259782
YBR070C,0.282623236758811
YBR071W,-0.0130782468807955
YBR072C-A,
YBR072W,0.584953931577738
YBR073W,-0.10185390222956
YBR074W,-0.0264666920032788
YBR075W,0.0366002960464871
YBR076C-A,
YBR076W,0.162776072766795
YBR077C,0.26606107983885
YBR078W,0.166485243136568
YBR079C,-0.342928999649188
YBR080C,0.140510458659952
YBR081C,-0.0329169590281299
YBR082C,0.248017063280451
YBR083W,0.0684419747158275
YBR084C-A,-0.102788470455098
YBR084W,-0.473747575137106
YBR085C-A,
YBR085W,0.06021764794787
YBR086C,-0.110590747535062
YBR087W,0.0641513436700886
YBR088C,-0.124635756153095
YBR089CA,
YBR089C-A,
YBR089W,-0.0406470940338247
YBR090C,0.178574490799231
YBR090C-A,
YBR091C,-0.270895631230553
YBR092C,-0.715353430163301
YBR093C,-0.497357535404363
YBR094W,-0.0009193997976221
YBR095C,-0.0070312846901842
YBR096W,0.216782334504319
YBR097W,-0.0571020662223677
YBR098W,-0.0233358567611209
YBR099C,-0.0658285394801146
YBR100W,-0.0076359317925404
YBR101C,0.202138804646718
YBR102C,0.0342980663782878
YBR103C-A,
YBR103W,-0.0051060686668845
YBR104W,-0.119833672338193
YBR105C,0.333574021870312
YBR106W,0.065440781909912
YBR107C,0.0561659682543648
YBR108W,0.0218605557163552
YBR109C,0.261014416670162
YBR109W-A,
YBR110W,0.0526810356216503
YBR111C,0.313515870297796
YBR111W-A,
YBR112C,-0.0372477465860491
YBR113W,-0.280870541944904
YBR114W,0.160109356576601
YBR115C,-0.0740530300741397
YBR116C,0.0352028064728317
YBR117C,-0.0322307048265781
YBR118W,-0.0018913379182294
YBR119W,0.165492321738187
YBR120C,0.169876019495667
YBR121C,-0.304401390322517
YBR121C-A,
YBR122C,0.193776029279287
YBR123C,-0.001085387798199
YBR124W,-0.188837396305906
YBR125C,-0.0121567047914869
YBR126C,0.306243873864845
YBR126W-A,
YBR126W-B,
YBR127C,0.0378581516396086
YBR128C,0.140589481078329
YBR129C,0.175998928328403
YBR130C,0.0140960782535391
YBR131C-A,
YBR131W,-0.0817620225781668
YBR132C,0.0735904903955831
YBR133C,-0.0424870202499626
YBR134W,-0.327588947925597
YBR135W,-0.124734945115849
YBR136W,-0.0707236903316715
YBR137W,0.195095072425369
YBR138C,0.0374539322577949
YBR139W,0.428391466043611
YBR140C,0.0225760946081636
YBR141C,-0.14906471112949
YBR141W-A,
YBR142W,-0.340693724477313
YBR143C,-0.194600542042593
YBR144C,-0.119521555578615
YBR145W,0.417520526510193
YBR146W,0.0655849672639313
YBR147W,0.571010673389667
YBR148W,-0.118267209775921
YBR149W,0.415935663461554
YBR150C,0.0033269514373354
YBR151W,0.125206096488119
YBR152W,-0.0596960687394637
YBR153W,0.0169948720613003
YBR154C,-0.124618137875855
YBR155W,-0.240161788395606
YBR156C,-0.0640456552780497
YBR157C,0.188952108099784
YBR158W,-0.0690286628104248
YBR159W,0.441865648500197
YBR160W,0.231321730196323
YBR161W,0.146947504932837
YBR162C,0.128576634750072
YBR162WA,
YBR162W-A,0.246256950532452
YBR163W,0.181988746975946
YBR164C,0.135358158663765
YBR165W,0.224952130558584
YBR166C,0.133962436164881
YBR167C,0.181117421120002
YBR168W,0.289250529977002
YBR169C,0.502076233279627
YBR170C,0.11669937564066
YBR171W,0.204615765453211
YBR172C,-0.258745356128915
YBR173C,0.0377289714366657
YBR174C,-0.0781111757998103
YBR175W,0.0336061823321565
YBR176W,0.112831171058042
YBR177C,0.159467830900659
YBR178W,0.0080718595361561
YBR179C,0.133939573302443
YBR180W,-0.113974059763405
YBR181C,-0.141848626241665
YBR182C,-0.134451388303885
YBR182C-A,
YBR183W,0.462112572718718
YBR184W,-0.225107409981326
YBR185C,0.28976881266961
YBR186W,-0.286412255094542
YBR187W,-0.225762843645589
YBR188C,-0.065746980487611
YBR189W,-0.186695958500858
YBR190W,-0.288993347729978
YBR191W,-0.188276073609379
YBR191W-A,
YBR192W,-0.0799528878197958
YBR193C,0.192904947234549
YBR194W,-0.044828455116695
YBR195C,0.0190670507709676
YBR196C,0.124752792611718
YBR196C-A,
YBR196C-B,
YBR197C,-0.0434971355152605
YBR198C,-0.144028006903563
YBR199W,0.185546067920281
YBR200W,0.0354335633719968
YBR200W-A,
YBR201C-A,
YBR201W,0.0561729486578744
YBR202W,-0.187709253521668
YBR203W,0.0982971162767344
YBR204C,0.28014571263942
YBR205W,-0.0100562934158775
YBR206W,-0.108393123516001
YBR207W,0.237710390483647
YBR208C,0.0307839214367628
YBR209W,-0.075226117016901
YBR210W,0.106008996771077
YBR211C,0.10854968985458
YBR212W,0.179604790102268
YBR213W,-0.124101664316926
YBR214W,0.113706485214378
YBR215W,0.0404916780377663
YBR216C,0.0308948864008466
YBR217W,0.109803677338793
YBR218C,-0.0232851638121672
YBR219C,-0.106710726377034
YBR220C,-0.0085576780261691
YBR221C,0.219697491666689
YBR221W-A,
YBR222C,0.108735311133167
YBR223C,-0.145239283859062
YBR223W-A,
YBR224W,-0.0859915749486665
YBR225W,-0.0154392431506497
YBR226C,-0.0380170762385152
YBR227C,-0.0884711471082533
YBR228W,0.0216184674537387
YBR229C,0.0034418436466292
YBR230C,0.42728958402935
YBR230W-A,
YBR231C,-0.0149365484804731
YBR232C,-0.016599360157386
YBR233W,0.0644690665254824
YBR233W-A,
YBR234C,0.11587271829091
YBR235W,-0.035945854206577
YBR236C,0.0143958905077315
YBR237W,-0.0494807716692447
YBR238C,-0.584586073334336
YBR239C,-0.0780507129951913
YBR240C,-0.0886233760901233
YBR241C,0.0773798156799768
YBR242W,-0.1106073155037
YBR243C,0.138735354761012
YBR244W,0.712387283424463
YBR245C,-0.0626174706592219
YBR246W,-0.120150980262789
YBR247C,-0.499050043650638
YBR248C,-0.0203604343153433
YBR249C,-0.0379744825859318
YBR250W,-0.146510955493654
YBR251W,0.0732523653792564
YBR252W,-0.293928575203934
YBR253W,0.101127772121444
YBR254C,0.0243100426318291
YBR255C-A,
YBR255W,0.212688022123145
YBR256C,0.553903281132873
YBR257W,0.252566117134196
YBR258C,0.0349848551305931
YBR259W,0.171471106834333
YBR260C,0.0593453006044296
YBR261C,-0.0481336648847643
YBR262C,0.0452463396819531
YBR263W,-0.0290868977432804
YBR264C,-0.205822329318262
YBR265W,0.0129631079480813
YBR266C,-0.461061759611809
YBR267W,-0.400336738468299
YBR268W,0.0209121992503829
YBR269C,0.329980053415705
YBR270C,0.0991560438867237
YBR271W,-0.147469241477485
YBR272C,0.0372142957221466
YBR273C,0.0306213037919348
YBR274W,0.0553290833349911
YBR275C,-0.273994580348785
YBR276C,-0.0687459667037524
YBR277C,0.0290718706737056
YBR278W,0.210910932445301
YBR279W,0.0832345291630041
YBR280C,0.0393289578919316
YBR281C,-0.0328169409789918
YBR282W,0.161178333241593
YBR283C,0.0272375110281145
YBR284W,0.0341426161631349
YBR285W,0.308259304033332
YBR286W,0.145529759198194
YBR287W,0.325487359444017
YBR288C,-0.0394010535764229
YBR289W,0.0081349021665781
YBR290W,0.108787451827379
YBR291C,0.361145347597322
YBR292C,-0.120742419905066
YBR293W,0.222533206068109
YBR294W,0.479192466991297
YBR295W,-0.0061611874915262
YBR296C,-0.311283227806463
YBR296C-A,
YBR297W,0.146051095300983
YBR298C,0.048735895907805
YBR298C-A,
YBR299W,0.0474965387217612
YBR300C,-0.160927503302181
YBR301W,0.0960633417927894
YBR302C,0.276858885196778
YCL001W,0.0642789181708822
YCL001W-A,
YCL001W-B,
YCL002C,-0.0685743612527134
YCL003W,
YCL004W,0.0049498150331931
YCL005W,0.0913222580277895
YCL005W-A,
YCL006C,-0.187154460309144
YCL007C,0.0080515728494577
YCL008C,-0.0699138047195755
YCL009C,0.0070537580857222
YCL010C,-0.230002338346418
YCL011C,-0.0839399254232998
YCL012C,
YCL012W,-0.251724004427912
YCL013W,
YCL014W,-0.319407781139989
YCL016C,0.0064548380821795
YCL017C,0.0564560186819689
YCL018W,0.386603813021872
YCL019W,0.067097862633991
YCL020W,-0.0525198154489458
YCL021W,
YCL021W-A,
YCL022C,-0.146001590509448
YCL023C,-0.402297595449859
YCL024W,-0.249545378535704
YCL025C,-0.111917689937809
YCL026C,
YCL026CA,
YCL026C-A,
YCL026C-B,
YCL027W,0.0003275285833509
YCL028W,-0.106835899985562
YCL029C,-0.24349020178032
YCL030C,0.308684365041755
YCL031C,-0.10191727839209
YCL032W,0.0182829734226391
YCL033C,0.0677051796425809
YCL034W,0.0092400304746094
YCL035C,0.475610371985665
YCL036W,-0.195911623379272
YCL037C,-0.692819079009092
YCL038C,0.267292287032951
YCL039W,-0.0574989341932455
YCL040W,0.521865947034202
YCL041C,-0.056900145287731
YCL042W,0.367621764151224
YCL043C,0.0246958487088257
YCL044C,0.053170438658941
YCL045C,-0.0598032231708267
YCL046W,-0.141158536695604
YCL047C,0.0309706658898966
YCL048W,-0.142225932329432
YCL048W-A,
YCL049C,0.127152922071247
YCL050C,0.103233512590609
YCL051W,-0.0091980323506435
YCL052C,0.302219532110269
YCL053C,
YCL054W,-0.412235627543512
YCL054W-A,
YCL055W,0.0306756908875641
YCL056C,0.207463960389663
YCL057C-A,
YCL057W,0.179501850134076
YCL058C,0.0576283845236551
YCL058W-A,
YCL059C,-0.434352716795746
YCL060C,
YCL061C,-0.22202079867507
YCL062W,
YCL063W,-0.135352042002823
YCL064C,-0.700273626743087
YCL065W,-0.064345665204378
YCL066W,-0.250797442804438
YCL067C,0.327015575022243
YCL068C,-0.0541299300554512
YCL069W,-0.0272171558296992
YCL073C,0.0065852649403796
YCL074W,-0.34310027658749
YCL075W,-0.313441756045842
YCL076W,-0.210453606974122
YCR001W,0.115098490669487
YCR002C,0.128586526193769
YCR003W,0.182688265982516
YCR004C,0.356725325919018
YCR005C,0.562809178471327
YCR006C,-0.16778240940104
YCR007C,0.222965524230918
YCR008W,0.0262004945313154
YCR009C,0.0096145323476897
YCR010C,-0.0512342304279791
YCR011C,0.273414567267108
YCR012W,0.114438550329878
YCR013C,0.109607540744786
YCR014C,-0.127120325268848
YCR015C,0.0867066500284147
YCR016W,-0.297529741629037
YCR017C,-0.0384795972488341
YCR018C,-0.194010766391377
YCR018C-A,
YCR019W,0.0341247060997198
YCR020C,0.0259350292248196
YCR020CA,
YCR020C-A,0.0176625466917202
YCR020WB,
YCR020W-B,
YCR021C,0.0119961944068017
YCR022C,-0.171132333648408
YCR023C,0.145008444953386
YCR024C,0.15330486570688
YCR024CA,
YCR024C-A,-0.0370308745916361
YCR024C-B,
YCR025C,-0.275845234673459
YCR026C,-0.129294935240203
YCR027C,0.0771508400826465
YCR028C,-0.125689506607656
YCR028CA,
YCR028C-A,
YCR029C,
YCR029C-A,
YCR030C,0.0005917166380452
YCR031C,-0.351639223706601
YCR032W,-0.104143175539674
YCR033W,-0.12371371293568
YCR034W,-0.0658898661547404
YCR035C,-0.189516008949056
YCR036W,0.257884571949186
YCR037C,-0.190560143736238
YCR038C,-0.0219722534294429
YCR038W-A,
YCR039C,0.241186800612106
YCR040W,-0.339421350195241
YCR041W,-0.169943575071845
YCR042C,-0.105218150396928
YCR043C,-0.228322680750815
YCR044C,0.0527591687029868
YCR045C,-0.120659668702649
YCR045W-A,
YCR046C,-0.124829018282947
YCR047C,-0.374684683946401
YCR047W-A,
YCR048W,-0.237676201605894
YCR049C,-0.329230227678795
YCR050C,-0.285572605144438
YCR051W,-0.314536782321023
YCR052W,-0.198611896428147
YCR053W,-0.227337679422562
YCR054C,-0.124259774510825
YCR055C,
YCR056W,
YCR057C,-0.563755980583729
YCR058C,
YCR059C,-0.249212475916009
YCR060W,0.10239409678758
YCR061W,0.214605295548704
YCR062W,0.364109890376126
YCR063W,-0.0499276599121316
YCR064C,0.0153106429320089
YCR065W,-0.139143889243914
YCR066W,0.102342244938174
YCR067C,-0.123241286577116
YCR068W,0.0452442831165511
YCR069W,0.239638861040866
YCR070W,
YCR071C,0.115284456823927
YCR072C,-0.558779548243618
YCR073C,-0.106551047225198
YCR073WA,
YCR073W-A,
YCR074C,
YCR075C,0.0205322451770439
YCR075W-A,
YCR076C,0.0163432049191085
YCR077C,-0.109346961951575
YCR079W,-0.0886097776076368
YCR080W,
YCR081C-A,
YCR081W,-0.0676674857365125
YCR082W,0.174389065808681
YCR083W,0.250299111705175
YCR084C,-0.0927321917347385
YCR085W,-0.147407410495466
YCR086W,-0.118000796536902
YCR087C-A,
YCR087W,-0.223895018582556
YCR088W,-0.0786205185894567
YCR089W,-0.156302044437667
YCR090C,0.0592168639882181
YCR091W,0.202361544709138
YCR092C,-0.0644593058417494
YCR093W,-0.183920568173358
YCR094W,-0.0319785536745133
YCR095C,0.0341380492851401
YCR095W-A,
YCR096C,0.182449741418407
YCR097W,
YCR097WA,
YCR097W-A,
YCR097WB,
YCR098C,0.0255198189442909
YCR099C,-0.0613579442178468
YCR100C,-0.0646566002935542
YCR101C,-0.14891121063784
YCR102C,0.259418237893421
YCR102WA,
YCR102W-A,
YCR103C,-0.067108826823865
YCR104W,-0.0101134093849597
YCR105W,-0.0538452696728386
YCR106W,0.225436402496141
YCR107W,0.237428276327971
YCR108C,
YDL001W,-0.0773143591572083
YDL002C,0.0741366961488589
YDL003W,-0.175947095112476
YDL004W,0.179862195877045
YDL005C,-0.0565937096012756
YDL006W,0.022802647901226
YDL007C-A,
YDL007W,0.0709843060844457
YDL008W,-0.0012984393465465
YDL009C,0.190590770866048
YDL010W,0.167024910536239
YDL011C,0.0047449791341758
YDL012C,-0.0131448998853299
YDL013W,-0.228324235820836
YDL014W,-0.266561631228155
YDL015C,0.0758913712983807
YDL016C,-0.0730731734356713
YDL017W,-0.0352681569124398
YDL018C,0.106932107485174
YDL019C,-0.0182072461512186
YDL020C,0.0969720481462872
YDL021W,0.552512962988437
YDL022C-A,
YDL022W,0.32934927436958
YDL023C,0.236197362149049
YDL024C,0.0052826847812446
YDL025C,0.347209452956528
YDL025W-A,
YDL026W,0.289851249293938
YDL027C,0.374725227163261
YDL028C,0.0682669796633635
YDL029W,0.211495224480878
YDL030W,0.0502762530989194
YDL031W,-0.305904331892406
YDL032W,0.0400557327198892
YDL033C,0.0577267844188736
YDL034W,0.151190677937219
YDL035C,-0.0600145659972834
YDL036C,0.266658855002185
YDL037C,-0.180742251747081
YDL038C,-0.327800339653042
YDL039C,-0.511979769056352
YDL040C,-0.0642165796221402
YDL041W,-0.182650674229876
YDL042C,-0.179499281372452
YDL043C,-0.153131785513157
YDL044C,0.001799843338748
YDL045C,0.0714067494441564
YDL045WA,
YDL045W-A,0.25057195529165
YDL046W,0.35133995168216
YDL047W,-0.173090138634337
YDL048C,-0.0255827207616949
YDL049C,0.0890819880474444
YDL050C,-0.128274514896636
YDL051W,-0.311889308018855
YDL052C,0.161529689718432
YDL053C,0.0247833805515856
YDL054C,0.186361890150578
YDL055C,-0.0789112413200929
YDL056W,0.0079911841752576
YDL057W,0.0063684334334617
YDL058W,-0.192106456550688
YDL059C,0.107635540239127
YDL060W,-0.278397254440789
YDL061C,-0.157659363084924
YDL062W,-0.374722826329973
YDL063C,-0.580154712569743
YDL064W,0.0469510815188403
YDL065C,-0.113422550016998
YDL066W,0.224232057489728
YDL067C,0.0267586495876081
YDL068W,0.0482135497389913
YDL069C,-0.148327669633098
YDL070W,-0.0550707546806161
YDL071C,-0.244801598917286
YDL072C,0.219935573678737
YDL073W,-0.164562805386277
YDL074C,-0.0324446351377979
YDL075W,-0.269650067230913
YDL076C,0.146714566416015
YDL077C,-0.117118390004902
YDL078C,0.123754801590967
YDL079C,0.0790551025025526
YDL080C,-0.0620069986028855
YDL081C,-0.222062245810255
YDL082W,-0.207714776205812
YDL083C,-0.315036128608697
YDL084W,-0.0556515453886558
YDL085C-A,
YDL085W,0.191352074923055
YDL086C-A,
YDL086W,0.0956912381342278
YDL087C,-0.190168719333966
YDL088C,-0.027160421830188
YDL089W,-0.147966619053955
YDL090C,-0.0744610092991464
YDL091C,0.091359904902999
YDL092W,-0.0152750452082398
YDL093W,-0.117569577396009
YDL094C,-0.237886056561977
YDL095W,-0.190160790755589
YDL096C,-0.274365088327766
YDL097C,-0.0513747878382634
YDL098C,-0.0191815355435511
YDL099W,-0.0408985672932672
YDL100C,0.0892915583847977
YDL101C,0.0016868378251557
YDL102W,-0.0166826543246909
YDL103C,-0.024364441952362
YDL104C,0.0317938956951707
YDL105W,-0.27297944141781
YDL106C,0.0356108450629607
YDL107W,0.0139626575547785
YDL108W,0.0049901011859308
YDL109C,-0.205616282583932
YDL110C,0.300743455698114
YDL111C,-0.257051676824088
YDL112W,-0.186060830391653
YDL113C,-0.0547003065096874
YDL114W,-0.241402944744126
YDL114W-A,
YDL115C,-0.0290941829655414
YDL116W,-0.0843306239478202
YDL117W,-0.297993304396811
YDL118W,0.0226845497327552
YDL119C,-0.091859824511198
YDL120W,0.0179390084000447
YDL121C,-0.396225106595254
YDL122W,-0.073000441504562
YDL123W,0.125839048415013
YDL124W,1.04783186560836
YDL125C,0.394361889980738
YDL126C,0.33296144489317
YDL127W,0.0639886667185092
YDL128W,0.363423750890029
YDL129W,-0.138077485360916
YDL130W,0.0975316443131857
YDL130WA,
YDL130W-A,
YDL131W,0.27764756125829
YDL132W,0.217554600027807
YDL133CA,
YDL133C-A,
YDL133W,0.121042475733838
YDL134C,0.121119799287807
YDL134C-A,
YDL135C,0.126542702980423
YDL136W,-0.0845531370720882
YDL137W,0.359652966711851
YDL138W,-0.0096720038686432
YDL139C,0.0478943282259667
YDL140C,-0.173738607252374
YDL141W,-0.0793217307253135
YDL142C,0.138992901483644
YDL143W,-0.168958949827332
YDL144C,-0.0194123718461409
YDL145C,-0.139915618254151
YDL146W,0.154311965073456
YDL147W,0.149905271417137
